うっかり,うっかり,malomarno,adv/adv-to/vs/on-mim
ウッカリ,ウッカリ,brezskrbno,adv/adv-to/vs/on-mim
ウッカリ,ウッカリ,neprevidno,adv/adv-to/vs/on-mim
ウッカリ,ウッカリ,malomarno,adv/adv-to/vs/on-mim
うとうと,うとうと,zaspan,adv/adv-to/vs/on-mim
うとうと,うとうと,dremav,adv/adv-to/vs/on-mim
うとうと,うとうと,utrujen,adv/adv-to/vs/on-mim
うとうと,うとうと,izčrpan,adv/adv-to/vs/on-mim
ウトウト,ウトウト,zaspan,adv/adv-to/vs/on-mim
ウトウト,ウトウト,dremav,adv/adv-to/vs/on-mim
ウトウト,ウトウト,utrujen,adv/adv-to/vs/on-mim
ウトウト,ウトウト,izčrpan,adv/adv-to/vs/on-mim
うとっと,うとっと,zaspan,adv/adv-to/vs/on-mim
うとっと,うとっと,dremav,adv/adv-to/vs/on-mim
うとっと,うとっと,utrujen,adv/adv-to/vs/on-mim
うとっと,うとっと,izčrpan,adv/adv-to/vs/on-mim
ウトッと,ウトッと,zaspan,adv/adv-to/vs/on-mim
ウトッと,ウトッと,dremav,adv/adv-to/vs/on-mim
ウトッと,ウトッと,utrujen,adv/adv-to/vs/on-mim
ウトッと,ウトッと,izčrpan,adv/adv-to/vs/on-mim
ウトっと,ウトっと,zaspan,adv/adv-to/vs/on-mim
ウトっと,ウトっと,dremav,adv/adv-to/vs/on-mim
ウトっと,ウトっと,utrujen,adv/adv-to/vs/on-mim
ウトっと,ウトっと,izčrpan,adv/adv-to/vs/on-mim
うろうろ,うろうろ,lenobno,adv/adv-to/vs/on-mim
うろうろ,うろうろ,počasi,adv/adv-to/vs/on-mim
うろうろ,うろうろ,"tavati brez cilja",adv/adv-to/vs/on-mim
ウロウロ,ウロウロ,lenobno,adv/adv-to/vs/on-mim
ウロウロ,ウロウロ,počasi,adv/adv-to/vs/on-mim
ウロウロ,ウロウロ,"tavati brez cilja",adv/adv-to/vs/on-mim
うそうそ,うそうそ,lenobno,adv/adv-to/vs/on-mim
うそうそ,うそうそ,počasi,adv/adv-to/vs/on-mim
うそうそ,うそうそ,"tavati brez cilja",adv/adv-to/vs/on-mim
ウソウソ,ウソウソ,lenobno,adv/adv-to/vs/on-mim
ウソウソ,ウソウソ,počasi,adv/adv-to/vs/on-mim
ウソウソ,ウソウソ,"tavati brez cilja",adv/adv-to/vs/on-mim
うん,うん,"familiar. ja",int
うん,うん,"ja, aha (neformalna pritrdilnica)",int
うむ,うむ,"familiar. ja",int
うむ,うむ,"ja, aha (neformalna pritrdilnica)",int
ううむ,ううむ,"familiar. ja",int
ううむ,ううむ,"ja, aha (neformalna pritrdilnica)",int
うんざり,うんざり,naveličanost,adv/adv-to/vs/on-mim
ウンザリ,ウンザリ,naveličanost,adv/adv-to/vs/on-mim
ええ,ええ,ja,int/adj-f
えー,えー,ja,int/adj-f
えっと,えっと,"hmm, no, (kaj naj bi rekel)",int
えーと,えーと,"hmm, no, (kaj naj bi rekel)",int
えーっと,えーっと,"hmm, no, (kaj naj bi rekel)",int
ええと,ええと,"hmm, no, (kaj naj bi rekel)",int
ええっと,ええっと,"hmm, no, (kaj naj bi rekel)",int
お出でになる,おいでになる,biti,exp/v5r/uk/hon/jlpt-1
お出でになる,おいでになる,iti,exp/v5r/uk/hon/jlpt-1
お出でになる,おいでになる,priti,exp/v5r/uk/hon/jlpt-1
御出でになる,おいでになる,biti,exp/v5r/uk/hon
御出でになる,おいでになる,iti,exp/v5r/uk/hon
御出でになる,おいでになる,priti,exp/v5r/uk/hon
おっかない,おっかない,zastrašujoč,adj-i/col
おっかない,おっかない,ogromen,adj-i/col
オドオド,オドオド,neodločno,adv/adv-to/vs/on-mim
オドオド,オドオド,omahljivo,adv/adv-to/vs/on-mim
オドオド,オドオド,boječe,adv/adv-to/vs/on-mim
おどおど,おどおど,neodločno,adv/adv-to/vs/on-mim
おどおど,おどおど,omahljivo,adv/adv-to/vs/on-mim
おどおど,おどおど,boječe,adv/adv-to/vs/on-mim
おろおろ,おろおろ,"biti v zadregi",adv/adv-to/vs/on-mim
おろおろ,おろおろ,"biti nemiren",adv/adv-to/vs/on-mim
おろおろ,おろおろ,"biti živčen",adv/adv-to/vs/on-mim
おろおろ,おろおろ,trepetati,adv/adv-to/vs/on-mim
オロオロ,オロオロ,"biti v zadregi",adv/adv-to/vs/on-mim
オロオロ,オロオロ,"biti nemiren",adv/adv-to/vs/on-mim
オロオロ,オロオロ,"biti živčen",adv/adv-to/vs/on-mim
オロオロ,オロオロ,trepetati,adv/adv-to/vs/on-mim
お蔭,おかげ,zasluga,n/uk/jlpt-1
お蔭,おかげ,pomoč,n/uk/jlpt-1
御蔭,おかげ,zasluga,n/uk
御蔭,おかげ,pomoč,n/uk
お陰,おかげ,zasluga,n/uk
お陰,おかげ,pomoč,n/uk
御陰,おかげ,zasluga,n/uk
御陰,おかげ,pomoč,n/uk
お菓子,おかし,slaščice,n/jlpt-5
お菓子,おかし,sladkarije,n/jlpt-5
お菓子,おかし,bomboni,n/jlpt-5
お菓子,おかし,"sladko ali slano pecivo",n/jlpt-5
御菓子,おかし,slaščice,n
御菓子,おかし,sladkarije,n
御菓子,おかし,bomboni,n
御菓子,おかし,"sladko ali slano pecivo",n
お願いします,おねがいします,prosim,exp/hum/jlpt-1
御願いします,おねがいします,prosim,exp/hum
お客さん,おきゃくさん,gost,n/hon
御客さん,おきゃくさん,gost,n/hon
お客様,おきゃくさま,"gost (spošt.)",n/hon
お客さま,おきゃくさま,"gost (spošt.)",n/hon
御客様,おきゃくさま,"gost (spošt.)",n/hon
御客さま,おきゃくさま,"gost (spošt.)",n/hon
お供,おとも,spremljati,n/vs/jlpt-1
お供,おとも,spremljevalec,n/vs/jlpt-1
お供,おとも,sopotnik,n/vs/jlpt-1
お供,おとも,družabnik,n/vs/jlpt-1
御供,おとも,spremljati,n/vs
御供,おとも,spremljevalec,n/vs
御供,おとも,sopotnik,n/vs
御供,おとも,družabnik,n/vs
お伴,おとも,spremljati,n/vs
お伴,おとも,spremljevalec,n/vs
お伴,おとも,sopotnik,n/vs
お伴,おとも,družabnik,n/vs
御伴,おとも,spremljati,n/vs
御伴,おとも,spremljevalec,n/vs
御伴,おとも,sopotnik,n/vs
御伴,おとも,družabnik,n/vs
お金,おかね,denar,n/pol/jlpt-5
御金,おかね,denar,n/pol
お兄さん,おにいさん,"{vaš, njegov itd.} starejši brat",n/hon/jlpt-5
お兄さん,おにいさん,"{naziv za naslavljanje, ogovarjanje lastnega starejšega brata}",n/hon/jlpt-5
御兄さん,おにいさん,"{vaš, njegov itd.} starejši brat",n/hon
御兄さん,おにいさん,"{naziv za naslavljanje, ogovarjanje lastnega starejšega brata}",n/hon
お見舞い,おみまい,"obisk pri bolniku",n/jlpt-4
お見舞,おみまい,"obisk pri bolniku",n
御見舞い,おみまい,"obisk pri bolniku",n
御見舞,おみまい,"obisk pri bolniku",n
お参り,おまいり,čaščenje,n/vs/jlpt-2
お参り,おまいり,romanje,n/vs/jlpt-2
お参り,おまいり,"obisk svetišča",n/vs/jlpt-2
御参り,おまいり,čaščenje,n/vs
御参り,おまいり,romanje,n/vs
御参り,おまいり,"obisk svetišča",n/vs
お産,おさん,"rojstvo otroka",n/pol/jlpt-1
御産,おさん,"rojstvo otroka",n/pol
お使い,おつかい,opravek,n/pol/hon/jlpt-1
お使い,おつかい,posel,n/pol/hon/jlpt-1
お使い,おつかい,postrežba,n/pol/hon/jlpt-1
お使い,おつかい,sluga,n/pol/hon/jlpt-1
お使い,おつかい,strežnik,n/pol/hon/jlpt-1
お使い,おつかい,sobar,n/pol/hon/jlpt-1
お使い,おつかい,sobarica,n/pol/hon/jlpt-1
御使い,おつかい,opravek,n/pol/hon
御使い,おつかい,posel,n/pol/hon
御使い,おつかい,postrežba,n/pol/hon
御使い,おつかい,sluga,n/pol/hon
御使い,おつかい,strežnik,n/pol/hon
御使い,おつかい,sobar,n/pol/hon
御使い,おつかい,sobarica,n/pol/hon
お遣い,おつかい,opravek,n/pol/hon
お遣い,おつかい,posel,n/pol/hon
お遣い,おつかい,postrežba,n/pol/hon
お遣い,おつかい,sluga,n/pol/hon
お遣い,おつかい,strežnik,n/pol/hon
お遣い,おつかい,sobar,n/pol/hon
お遣い,おつかい,sobarica,n/pol/hon
御遣い,おつかい,opravek,n/pol/hon
御遣い,おつかい,posel,n/pol/hon
御遣い,おつかい,postrežba,n/pol/hon
御遣い,おつかい,sluga,n/pol/hon
御遣い,おつかい,strežnik,n/pol/hon
御遣い,おつかい,sobar,n/pol/hon
御遣い,おつかい,sobarica,n/pol/hon
お使,おつかい,opravek,n/pol/hon
お使,おつかい,posel,n/pol/hon
お使,おつかい,postrežba,n/pol/hon
お使,おつかい,sluga,n/pol/hon
お使,おつかい,strežnik,n/pol/hon
お使,おつかい,sobar,n/pol/hon
お使,おつかい,sobarica,n/pol/hon
御使,おつかい,opravek,n/pol/hon
御使,おつかい,posel,n/pol/hon
御使,おつかい,postrežba,n/pol/hon
御使,おつかい,sluga,n/pol/hon
御使,おつかい,strežnik,n/pol/hon
御使,おつかい,sobar,n/pol/hon
御使,おつかい,sobarica,n/pol/hon
お姉さん,おねえさん,"{vaša, njegova itd.} starejša sestra",n/hon/jlpt-5
お姉さん,おねえさん,"{naziv za naslavljanje, ogovarjanje lastne starejše sestre}",n/hon/jlpt-5
お姐さん,おねえさん,"{vaša, njegova itd.} starejša sestra",n/hon
お姐さん,おねえさん,"{naziv za naslavljanje, ogovarjanje lastne starejše sestre}",n/hon
御姉さん,おねえさん,"{vaša, njegova itd.} starejša sestra",n/hon
御姉さん,おねえさん,"{naziv za naslavljanje, ogovarjanje lastne starejše sestre}",n/hon
御姐さん,おねえさん,"{vaša, njegova itd.} starejša sestra",n/hon
御姐さん,おねえさん,"{naziv za naslavljanje, ogovarjanje lastne starejše sestre}",n/hon
お子さん,おこさん,otrok,n/hon
お子さん,おこさん,"Vaš otrok",n/hon
御子さん,おこさん,otrok,n/hon
御子さん,おこさん,"Vaš otrok",n/hon
お辞儀,おじぎ,priklon,n/vs/pol
お辞儀,おじぎ,poklon,n/vs/pol
お辞儀,おじぎ,pozdrav,n/vs/pol
御辞儀,おじぎ,priklon,n/vs/pol/jlpt-2
御辞儀,おじぎ,poklon,n/vs/pol/jlpt-2
御辞儀,おじぎ,pozdrav,n/vs/pol/jlpt-2
お邪魔します,おじゃまします,"dovolite, da vstopim",exp/jlpt-1
御邪魔します,おじゃまします,"dovolite, da vstopim",exp
お手洗い,おてあらい,stranišče,n/jlpt-5
御手洗い,おてあらい,stranišče,n/jlpt-1
お巡りさん,おまわりさん,"policaj (vljudno)",n/fam/uk/jlpt-1
御巡りさん,おまわりさん,"policaj (vljudno)",n/fam/uk
お嬢さん,おじょうさん,hči,n/pol/jlpt-4
お嬢さん,おじょうさん,dekle,n/pol/jlpt-4
お嬢さん,おじょうさん,gospodična,n/pol/jlpt-4
御嬢さん,おじょうさん,hči,n/pol
御嬢さん,おじょうさん,dekle,n/pol
御嬢さん,おじょうさん,gospodična,n/pol
お世辞,おせじ,laskanje,n/jlpt-1
お世辞,おせじ,kompliment,n/jlpt-1
お世辞,おせいじ,laskanje,n/jlpt-1
お世辞,おせいじ,kompliment,n/jlpt-1
御世辞,おせじ,laskanje,n
御世辞,おせじ,kompliment,n
御世辞,おせいじ,laskanje,n
御世辞,おせいじ,kompliment,n
お前,おまえ,"ti (pokroviteljsko)",pn/fam/male
お前,おまい,"ti (pokroviteljsko)",pn/fam/male
お前,おめー,"ti (pokroviteljsko)",pn/fam/male
お前,おめえ,"ti (pokroviteljsko)",pn/fam/male
御前,おまえ,"ti (pokroviteljsko)",pn/fam/male
御前,おまい,"ti (pokroviteljsko)",pn/fam/male
御前,おめー,"ti (pokroviteljsko)",pn/fam/male
御前,おめえ,"ti (pokroviteljsko)",pn/fam/male
お祖母さん,おばあさん,babica,n/uk/jlpt-1
お祖母さん,おばーさん,babica,n/uk/jlpt-1
お祖母さん,オバアサン,babica,n/uk/jlpt-1
お祖母さん,おバアさん,babica,n/uk/jlpt-1
お祖母さん,オバーサン,babica,n/uk/jlpt-1
お祖母さん,おバーさん,babica,n/uk/jlpt-1
お婆さん,おばあさん,babica,n/uk
お婆さん,おばーさん,babica,n/uk
お婆さん,オバアサン,babica,n/uk
お婆さん,おバアさん,babica,n/uk
お婆さん,オバーサン,babica,n/uk
お婆さん,おバーさん,babica,n/uk
御祖母さん,おばあさん,babica,n/uk
御祖母さん,おばーさん,babica,n/uk
御祖母さん,オバアサン,babica,n/uk
御祖母さん,おバアさん,babica,n/uk
御祖母さん,オバーサン,babica,n/uk
御祖母さん,おバーさん,babica,n/uk
御婆さん,おばあさん,babica,n/uk
御婆さん,おばーさん,babica,n/uk
御婆さん,オバアサン,babica,n/uk
御婆さん,おバアさん,babica,n/uk
御婆さん,オバーサン,babica,n/uk
御婆さん,おバーさん,babica,n/uk
お大事に,おだいじに,"( Želim Vam",exp/jlpt-1
お大事に,おだいじに,"ti ) hitro okrevanje.",exp/jlpt-1
お大事に,おだいじに,"Pazite nase.",exp/jlpt-1
お大事に,おだいじに,"Pazite na zdravje (fraza, ki jo uporabljamo do bolnih)",exp/jlpt-1
お宅,おたく,dom,n/hon/pn/jlpt-4
お宅,おたく,"Vaš dom",n/hon/pn/jlpt-4
お宅,おたく,"Vaša hiša",n/hon/pn/jlpt-4
御宅,おたく,dom,n/hon/pn
御宅,おたく,"Vaš dom",n/hon/pn
御宅,おたく,"Vaša hiša",n/hon/pn
お知らせ,おしらせ,sporočilo,n/vs
御知らせ,おしらせ,sporočilo,n/vs
お報せ,おしらせ,sporočilo,n/vs
御報せ,おしらせ,sporočilo,n/vs
お茶,おちゃ,"zeleni čaj",n/pol/jlpt-5
お茶,おちゃ,čaj,n/pol/jlpt-5
御茶,おちゃ,"zeleni čaj",n/pol
御茶,おちゃ,čaj,n/pol
お喋り,おしゃべり,pogovor,n/vs/uk/adj-na/jlpt-1
お喋り,おしゃべり,klepet,n/vs/uk/adj-na/jlpt-1
お喋り,おしゃべり,kramljanje,n/vs/uk/adj-na/jlpt-1
お喋り,おしゃべり,gobezdač,n/vs/uk/adj-na/jlpt-1
お喋り,おしゃべり,blebetavec,n/vs/uk/adj-na/jlpt-1
お喋り,おしゃべり,blebetanje,n/vs/uk/adj-na/jlpt-1
お喋り,おしゃべり,pogovarjanje,n/vs/uk/adj-na/jlpt-1
お喋り,おしゃべり,"prazen pogovor",n/vs/uk/adj-na/jlpt-1
お喋り,おしゃべり,"klepetav človek",n/vs/uk/adj-na/jlpt-1
お喋り,おしゃべり,klepetati,n/vs/uk/adj-na/jlpt-1
お喋り,おしゃべり,"pogovarjati se",n/vs/uk/adj-na/jlpt-1
御喋り,おしゃべり,pogovor,n/vs/uk/adj-na
御喋り,おしゃべり,klepet,n/vs/uk/adj-na
御喋り,おしゃべり,kramljanje,n/vs/uk/adj-na
御喋り,おしゃべり,gobezdač,n/vs/uk/adj-na
御喋り,おしゃべり,blebetavec,n/vs/uk/adj-na
御喋り,おしゃべり,blebetanje,n/vs/uk/adj-na
御喋り,おしゃべり,pogovarjanje,n/vs/uk/adj-na
御喋り,おしゃべり,"prazen pogovor",n/vs/uk/adj-na
御喋り,おしゃべり,"klepetav človek",n/vs/uk/adj-na
御喋り,おしゃべり,klepetati,n/vs/uk/adj-na
御喋り,おしゃべり,"pogovarjati se",n/vs/uk/adj-na
お土産,おみやげ,darilo,n/pol/jlpt-4
お土産,おみやげ,spominek,n/pol/jlpt-4
お土産,おみあげ,darilo,n/pol/jlpt-4
お土産,おみあげ,spominek,n/pol/jlpt-4
御土産,おみやげ,darilo,n/pol
御土産,おみやげ,spominek,n/pol
御土産,おみあげ,darilo,n/pol
御土産,おみあげ,spominek,n/pol
お湯,おゆ,"topla voda",n/pol
お湯,おゆ,"vroča voda",n/pol
お湯,おゆ,krop,n/pol
御湯,おゆ,"topla voda",n/pol
御湯,おゆ,"vroča voda",n/pol
御湯,おゆ,krop,n/pol
お父さん,おとうさん,oče,n/hon/jlpt-5
お父さん,おとうさん,"{naziv za naslavljanje, ogovarjanje lastnega očeta}",n/hon/jlpt-5
お父さん,おとっさん,oče,n/hon/jlpt-5
お父さん,おとっさん,"{naziv za naslavljanje, ogovarjanje lastnega očeta}",n/hon/jlpt-5
御父さん,おとうさん,oče,n/hon
御父さん,おとうさん,"{naziv za naslavljanje, ogovarjanje lastnega očeta}",n/hon
御父さん,おとっさん,oče,n/hon
御父さん,おとっさん,"{naziv za naslavljanje, ogovarjanje lastnega očeta}",n/hon
お母さん,おかあさん,mati,n/hon/jlpt-5
お母さん,おかあさん,"{naziv za naslavljanje",n/hon/jlpt-5
お母さん,おかあさん,"ogovarjanje lastne matere}",n/hon/jlpt-5
御母さん,おかあさん,mati,n/hon
御母さん,おかあさん,"{naziv za naslavljanje",n/hon
御母さん,おかあさん,"ogovarjanje lastne matere}",n/hon
お盆,おぼん,Obon,n
お盆,おぼん,"praznik lantern",n
御盆,おぼん,Obon,n
御盆,おぼん,"praznik lantern",n
お碗,おわん,skleda,n
御碗,おわん,skleda,n
お洒落,おしゃれ,moden,adj-na/adj-no/uk/n/vs/jlpt-1
お洒落,おしゃれ,"modno oblečen",adj-na/adj-no/uk/n/vs/jlpt-1
お洒落,おしゃれ,"modno ozaveščen",adj-na/adj-no/uk/n/vs/jlpt-1
お洒落,おしゃれ,eleganten,adj-na/adj-no/uk/n/vs/jlpt-1
お洒落,オシャレ,moden,adj-na/adj-no/uk/n/vs/jlpt-1
お洒落,オシャレ,"modno oblečen",adj-na/adj-no/uk/n/vs/jlpt-1
お洒落,オシャレ,"modno ozaveščen",adj-na/adj-no/uk/n/vs/jlpt-1
お洒落,オシャレ,eleganten,adj-na/adj-no/uk/n/vs/jlpt-1
御洒落,おしゃれ,moden,adj-na/adj-no/uk/n/vs
御洒落,おしゃれ,"modno oblečen",adj-na/adj-no/uk/n/vs
御洒落,おしゃれ,"modno ozaveščen",adj-na/adj-no/uk/n/vs
御洒落,おしゃれ,eleganten,adj-na/adj-no/uk/n/vs
御洒落,オシャレ,moden,adj-na/adj-no/uk/n/vs
御洒落,オシャレ,"modno oblečen",adj-na/adj-no/uk/n/vs
御洒落,オシャレ,"modno ozaveščen",adj-na/adj-no/uk/n/vs
御洒落,オシャレ,eleganten,adj-na/adj-no/uk/n/vs
かしら,かしら,"morda {na koncu povedi označuje negotovost}",prt
カチカチ,カチカチ,trd,adv-to/adv/on-mim/adj-no/adj-na
カチカチ,カチカチ,svojeglav,adv-to/adv/on-mim/adj-no/adj-na
カチカチ,カチカチ,trmast,adv-to/adv/on-mim/adj-no/adj-na
カチカチ,カチカチ,uporen,adv-to/adv/on-mim/adj-no/adj-na
カチカチ,カチカチ,trdovraten,adv-to/adv/on-mim/adj-no/adj-na
カチカチ,カチカチ,trkanje,adv-to/adv/on-mim/adj-no/adj-na
カチカチ,カチカチ,udarec,adv-to/adv/on-mim/adj-no/adj-na
カチカチ,カチカチ,sunek,adv-to/adv/on-mim/adj-no/adj-na
カチカチ,カチカチ,trkati,adv-to/adv/on-mim/adj-no/adj-na
カチカチ,カチカチ,udarjati,adv-to/adv/on-mim/adj-no/adj-na
カチカチ,カチカチ,tiktakanje,adv-to/adv/on-mim/adj-no/adj-na
カチカチ,カチカチ,"udarjati s kamni",adv-to/adv/on-mim/adj-no/adj-na
カチカチ,カチカチ,neupogljiv,adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,trd,adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,svojeglav,adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,trmast,adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,uporen,adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,trdovraten,adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,trkanje,adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,udarec,adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,sunek,adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,trkati,adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,udarjati,adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,tiktakanje,adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,"udarjati s kamni",adv-to/adv/on-mim/adj-no/adj-na
コチコチ,コチコチ,neupogljiv,adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,trd,adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,svojeglav,adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,trmast,adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,uporen,adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,trdovraten,adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,trkanje,adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,udarec,adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,sunek,adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,trkati,adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,udarjati,adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,tiktakanje,adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,"udarjati s kamni",adv-to/adv/on-mim/adj-no/adj-na
カチコチ,カチコチ,neupogljiv,adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,trd,adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,svojeglav,adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,trmast,adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,uporen,adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,trdovraten,adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,trkanje,adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,udarec,adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,sunek,adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,trkati,adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,udarjati,adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,tiktakanje,adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,"udarjati s kamni",adv-to/adv/on-mim/adj-no/adj-na
かちかち,かちかち,neupogljiv,adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,trd,adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,svojeglav,adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,trmast,adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,uporen,adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,trdovraten,adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,trkanje,adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,udarec,adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,sunek,adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,trkati,adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,udarjati,adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,tiktakanje,adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,"udarjati s kamni",adv-to/adv/on-mim/adj-no/adj-na
こちこち,こちこち,neupogljiv,adv-to/adv/on-mim/adj-no/adj-na
かちこち,かちこち,trd,adv-to/adv/on-mim/adj-no/adj-na
かちこち,かちこち,svojeglav,adv-to/adv/on-mim/adj-no/adj-na
かちこち,かちこち,trmast,adv-to/adv/on-mim/adj-no/adj-na
かちこち,かちこち,uporen,adv-to/adv/on-mim/adj-no/adj-na
かちこち,かちこち,trdovraten,adv-to/adv/on-mim/adj-no/adj-na
かちこち,かちこち,trkanje,adv-to/adv/on-mim/adj-no/adj-na
かちこち,かちこち,udarec,adv-to/adv/on-mim/adj-no/adj-na
かちこち,かちこち,sunek,adv-to/adv/on-mim/adj-no/adj-na
かちこち,かちこち,trkati,adv-to/adv/on-mim/adj-no/adj-na
かちこち,かちこち,udarjati,adv-to/adv/on-mim/adj-no/adj-na
かちこち,かちこち,tiktakanje,adv-to/adv/on-mim/adj-no/adj-na
かちこち,かちこち,"udarjati s kamni",adv-to/adv/on-mim/adj-no/adj-na
